89	290	97
97	290	296
97	296	105
105	296	128
105	128	113
296	295	136
296	136	128
295	294	144
295	144	136
294	293	152
294	152	144
293	292	160
293	160	152
292	291	168
292	168	160
291	184	176
291	176	168
